期刊名称	IF	JCR分区	Category	ISSN	eISSN	中科院分区
JOURNAL OF INHERITED METABOLIC DISEASE	3.8	Q2	ENDOCRINOLOGY & METABOLISM(SCIE);GENETICS & HEREDITY(SCIE);MEDICINE, RESEARCH & EXPERIMENTAL(SCIE)	0141-8955	1573-2665	2
Journal of Integrative Medicine-JIM	4	Q1	INTEGRATIVE & COMPLEMENTARY MEDICINE(SCIE)	2095-4964	2095-4964	2
Journal of Intelligence	3.4	Q1	PSYCHOLOGY, MULTIDISCIPLINARY(SSCI)	N/A	2079-3200	3
Journal of Intensive Care	4.7	Q1	CRITICAL CARE MEDICINE(SCIE)	2052-0492	2052-0492	2
JOURNAL OF INTERNAL MEDICINE	9.2	Q1	MEDICINE, GENERAL & INTERNAL(SCIE)	0954-6820	1365-2796	1
JOURNAL OF INVESTIGATIONAL ALLERGOLOGY AND CLINICAL IMMUNOLOGY	4.8	Q1	ALLERGY(SCIE);IMMUNOLOGY(SCIE)	1018-9068	1698-0808	3
JOURNAL OF INVESTIGATIVE DERMATOLOGY	5.7	Q1	DERMATOLOGY(SCIE)	0022-202X	1523-1747	2
JOURNAL OF KING SAUD UNIVERSITY SCIENCE	3.6	Q1	MULTIDISCIPLINARY SCIENCES(SCIE)	1018-3647	2213-686X	3
JOURNAL OF LIPID RESEARCH	4.1	Q2	BIOCHEMISTRY & MOLECULAR BIOLOGY(SCIE)	0022-2275	1539-7262	2
JOURNAL OF MAGNETIC RESONANCE IMAGING	3.5	Q1	RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING(SCIE)	1053-1807	1522-2586	2
Journal of Mass Spectrometry and Advances in the Clinical Lab	3.4	Q2	MEDICAL LABORATORY TECHNOLOGY(SCIE)	2667-1468	2667-145X	2
JOURNAL OF MEDICAL GENETICS	3.7	Q2	GENETICS & HEREDITY(SCIE)	0022-2593	1468-6244	2
JOURNAL OF MEDICAL VIROLOGY	4.6	Q1	VIROLOGY(SCIE)	0146-6615	1096-9071	3
JOURNAL OF MEDICINAL CHEMISTRY	6.8	Q1	CHEMISTRY, MEDICINAL(SCIE)	0022-2623	1520-4804	1
Journal of Mental Health	3.2	Q1	PSYCHIATRY(SSCI);PSYCHOLOGY, CLINICAL(SSCI)	0963-8237	1360-0567	3
JOURNAL OF MICROBIOLOGY IMMUNOLOGY AND INFECTION	3.7	Q2	IMMUNOLOGY(SCIE);INFECTIOUS DISEASES(SCIE);MICROBIOLOGY(SCIE)	1684-1182	1995-9133	3
JOURNAL OF MOLECULAR AND CELLULAR CARDIOLOGY	4.7	Q1	CARDIAC & CARDIOVASCULAR SYSTEMS(SCIE);CELL BIOLOGY(SCIE)	0022-2828	1095-8584	2
JOURNAL OF MOLECULAR BIOLOGY	4.5	Q2	BIOCHEMISTRY & MOLECULAR BIOLOGY(SCIE)	0022-2836	1089-8638	2
Journal of Molecular Cell Biology	5.9	Q2	CELL BIOLOGY(SCIE)	1674-2788	1759-4685	2
JOURNAL OF MOLECULAR DIAGNOSTICS	3.4	Q1	PATHOLOGY(SCIE)	1525-1578	1943-7811	3
JOURNAL OF MOLECULAR ENDOCRINOLOGY	3.8	Q2	ENDOCRINOLOGY & METABOLISM(SCIE)	0952-5041	1479-6813	3
JOURNAL OF MOLECULAR MEDICINE-JMM	4.2	Q1	GENETICS & HEREDITY(SCIE);MEDICINE, RESEARCH & EXPERIMENTAL(SCIE)	0946-2716	1432-1440	3
JOURNAL OF NANOBIOTECHNOLOGY	12.6	Q1	BIOTECHNOLOGY & APPLIED MICROBIOLOGY(SCIE);NANOSCIENCE & NANOTECHNOLOGY(SCIE)	N/A	1477-3155	1
JOURNAL OF NEURAL TRANSMISSION	4	Q1	CLINICAL NEUROLOGY(SCIE);NEUROSCIENCES(SCIE)	0300-9564	1435-1463	3
JOURNAL OF NEURO-ONCOLOGY	3.1	Q2	CLINICAL NEUROLOGY(SCIE);ONCOLOGY(SCIE)	0167-594X	1573-7373	2
JOURNAL OF NEUROCHEMISTRY	4	Q2	BIOCHEMISTRY & MOLECULAR BIOLOGY(SCIE);NEUROSCIENCES(SCIE)	0022-3042	1471-4159	3
Journal of Neurodevelopmental Disorders	4	Q1	CLINICAL NEUROLOGY(SCIE);NEUROSCIENCES(SCIE)	1866-1947	1866-1955	2
JOURNAL OF NEUROENDOCRINOLOGY	4.1	Q1	ENDOCRINOLOGY & METABOLISM(SCIE);NEUROSCIENCES(SCIE)	0953-8194	1365-2826	3
Journal of Neurogastroenterology and Motility	3.3	Q2	CLINICAL NEUROLOGY(SCIE);GASTROENTEROLOGY & HEPATOLOGY(SCIE)	2093-0879	2093-0887	2
Journal of Neuroimmune Pharmacology	3.5	Q2	NEUROSCIENCES(SCIE);PHARMACOLOGY & PHARMACY(SCIE)	1557-1890	1557-1904	3
Journal of Neuroinflammation	10.1	Q1	IMMUNOLOGY(SCIE);NEUROSCIENCES(SCIE)	N/A	1742-2094	1
Journal of NeuroInterventional Surgery	4.3	Q1	NEUROIMAGING(SCIE);SURGERY(SCIE)	1759-8478	1759-8486	2
JOURNAL OF NEUROLOGY	4.6	Q1	CLINICAL NEUROLOGY(SCIE)	0340-5354	1432-1459	2
JOURNAL OF NEUROLOGY NEUROSURGERY AND PSYCHIATRY	7.5	Q1	CLINICAL NEUROLOGY(SCIE);PSYCHIATRY(SCIE);SURGERY(SCIE)	0022-3050	1468-330X	1
JOURNAL OF NEURORADIOLOGY	3.3	Q1	CLINICAL NEUROLOGY(SCIE);NEUROIMAGING(SCIE);RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING(SCIE)	0150-9861	1773-0406	3
Journal of Neurorestoratology	3.4	Q2	CLINICAL NEUROLOGY(ESCI)	2324-2426	2324-2426	3
JOURNAL OF NEUROSCIENCE	4	Q2	NEUROSCIENCES(SCIE)	0270-6474	1529-2401	2
JOURNAL OF NEUROSURGERY	3.6	Q1	CLINICAL NEUROLOGY(SCIE);SURGERY(SCIE)	0022-3085	1933-0693	2
JOURNAL OF NEUROSURGERY-SPINE	3.1	Q1	CLINICAL NEUROLOGY(SCIE);SURGERY(SCIE)	1547-5654	1547-5646	2
JOURNAL OF NEUROTRAUMA	3.8	Q1	CLINICAL NEUROLOGY(SCIE);CRITICAL CARE MEDICINE(SCIE);NEUROSCIENCES(SCIE)	0897-7151	1557-9042	2
JOURNAL OF NUCLEAR MEDICINE	9.1	Q1	RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING(SCIE)	0161-5505	1535-5667	1
JOURNAL OF NUTRITION	3.8	Q2	NUTRITION & DIETETICS(SCIE)	0022-3166	1541-6100	3
JOURNAL OF NUTRITIONAL BIOCHEMISTRY	4.9	Q1	BIOCHEMISTRY & MOLECULAR BIOLOGY(SCIE);NUTRITION & DIETETICS(SCIE)	0955-2863	1873-4847	2
Journal of Obesity	3.9	Q2	ENDOCRINOLOGY & METABOLISM(ESCI)	2090-0708	2090-0716	3
Journal of Oral Microbiology	5.5	Q1	MICROBIOLOGY(SCIE)	N/A	2000-2297	2
JOURNAL OF ORAL REHABILITATION	4	Q1	DENTISTRY, ORAL SURGERY & MEDICINE(SCIE)	0305-182X	1365-2842	2
Journal of Ovarian Research	4.2	Q1	REPRODUCTIVE BIOLOGY(SCIE)	N/A	1757-2215	2
JOURNAL OF PAIN	4	Q1	CLINICAL NEUROLOGY(SCIE);NEUROSCIENCES(SCIE)	1526-5900	1528-8447	2
JOURNAL OF PARENTERAL AND ENTERAL NUTRITION	4.1	Q2	NUTRITION & DIETETICS(SCIE)	0148-6071	1941-2444	3
Journal of Parkinsons Disease	5	Q1	NEUROSCIENCES(SCIE)	1877-7171	1877-718X	3
JOURNAL OF PATHOLOGY	5.2	Q1	ONCOLOGY(SCIE);PATHOLOGY(SCIE)	0022-3417	1096-9896	2
Journal of Pathology Clinical Research	3.7	Q1	PATHOLOGY(SCIE)	N/A	2056-4538	2
JOURNAL OF PEDIATRICS	3.5	Q1	PEDIATRICS(SCIE)	0022-3476	1097-6833	2
JOURNAL OF PERIODONTAL RESEARCH	3.4	Q1	DENTISTRY, ORAL SURGERY & MEDICINE(SCIE)	0022-3484	1600-0765	3
JOURNAL OF PERIODONTOLOGY	3.8	Q1	DENTISTRY, ORAL SURGERY & MEDICINE(SCIE)	0022-3492	1943-3670	2
Journal of Pharmaceutical Analysis	8.9	Q1	PHARMACOLOGY & PHARMACY(SCIE)	2095-1779	2214-0883	1
Journal of Pharmaceutical and Biomedical Analysis	3.1	Q2	CHEMISTRY, ANALYTICAL(SCIE);PHARMACOLOGY & PHARMACY(SCIE)	0731-7085	1873-264X	3
Journal of Pharmaceutical Investigation	5.1	Q1	PHARMACOLOGY & PHARMACY(SCIE)	2093-5552	2093-6214	3
JOURNAL OF PHARMACEUTICAL SCIENCES	3.8	Q2	CHEMISTRY, MEDICINAL(SCIE);CHEMISTRY, MULTIDISCIPLINARY(SCIE);PHARMACOLOGY & PHARMACY(SCIE)	0022-3549	1520-6017	3
JOURNAL OF PHARMACOLOGY AND EXPERIMENTAL THERAPEUTICS	3.8	Q2	PHARMACOLOGY & PHARMACY(SCIE)	0022-3565	1521-0103	3
JOURNAL OF PHYSIOLOGY-LONDON	4.4	Q1	NEUROSCIENCES(SCIE);PHYSIOLOGY(SCIE)	0022-3751	1469-7793	2
JOURNAL OF PHYSIOLOGY AND BIOCHEMISTRY	4.3	Q1	BIOCHEMISTRY & MOLECULAR BIOLOGY(SCIE);PHYSIOLOGY(SCIE)	1138-7548	1877-8755	3
JOURNAL OF PINEAL RESEARCH	6.3	Q1	ENDOCRINOLOGY & METABOLISM(SCIE);NEUROSCIENCES(SCIE);PHYSIOLOGY(SCIE)	0742-3098	1600-079X	1
JOURNAL OF PROSTHETIC DENTISTRY	4.8	Q1	DENTISTRY, ORAL SURGERY & MEDICINE(SCIE)	0022-3913	1097-6841	3
Journal of Prosthodontic Research	3.4	Q1	DENTISTRY, ORAL SURGERY & MEDICINE(SCIE)	1883-1958	2212-4632	3
JOURNAL OF PROTEOME RESEARCH	3.6	Q2	BIOCHEMICAL RESEARCH METHODS(SCIE)	1535-3893	1535-3907	2
JOURNAL OF PSYCHIATRIC RESEARCH	3.2	Q2	PSYCHIATRY(SCIE, SSCI)	0022-3956	1879-1379	2
JOURNAL OF PSYCHIATRY & NEUROSCIENCE	3.3	Q2	NEUROSCIENCES(SCIE);PSYCHIATRY(SCIE, SSCI)	1180-4882	1488-2434	2
Journal of Psychopathology and Clinical Science	3.9	Q1	PSYCHIATRY(SSCI);PSYCHOLOGY, CLINICAL(SSCI)	2769-7541	2769-755X	1
JOURNAL OF PSYCHOPHARMACOLOGY	5.5	Q1	CLINICAL NEUROLOGY(SCIE);NEUROSCIENCES(SCIE);PHARMACOLOGY & PHARMACY(SCIE);PSYCHIATRY(SCIE)	0269-8811	1461-7285	3
JOURNAL OF PSYCHOSOMATIC RESEARCH	3.3	Q2	PSYCHIATRY(SCIE, SSCI)	0022-3999	1879-1360	3
JOURNAL OF RARE EARTHS	7.2	Q1	CHEMISTRY, APPLIED(SCIE)	1002-0721	1002-0721	1
JOURNAL OF RENAL NUTRITION	3.2	Q1	NUTRITION & DIETETICS(SCIE);UROLOGY & NEPHROLOGY(SCIE)	1051-2276	1532-8503	2
JOURNAL OF RHEUMATOLOGY	3.4	Q2	RHEUMATOLOGY(SCIE)	0315-162X	1499-2752	3
Journal of Saudi Chemical Society	5.8	Q1	CHEMISTRY, MULTIDISCIPLINARY(SCIE)	1319-6103	2212-4640	2
JOURNAL OF SCIENCE AND MEDICINE IN SPORT	3.4	Q1	SPORT SCIENCES(SCIE)	1440-2440	1878-1861	2
Journal of Sexual Medicine	3.3	Q1	UROLOGY & NEPHROLOGY(SCIE)	1743-6095	1743-6109	2
JOURNAL OF SLEEP RESEARCH	3.9	Q1	CLINICAL NEUROLOGY(SCIE);NEUROSCIENCES(SCIE)	0962-1105	1365-2869	3
Journal of Stroke	8.6	Q1	CLINICAL NEUROLOGY(SCIE);PERIPHERAL VASCULAR DISEASE(SCIE)	2287-6391	2287-6405	1
Journal of the Academy of Nutrition and Dietetics	4	Q2	NUTRITION & DIETETICS(SCIE)	2212-2672	2212-2680	3
JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY	9.5	Q1	PEDIATRICS(SCIE);PSYCHIATRY(SCIE, SSCI);PSYCHOLOGY, DEVELOPMENTAL(SSCI)	0890-8567	1527-5418	1
JOURNAL OF THE AMERICAN ACADEMY OF DERMATOLOGY	11.8	Q1	DERMATOLOGY(SCIE)	0190-9622	1097-6787	1
Journal of the American Chemical Society	15.6	Q1	CHEMISTRY, MULTIDISCIPLINARY(SCIE)	0002-7863	1520-5126	1
JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY	22.3	Q1	CARDIAC & CARDIOVASCULAR SYSTEMS(SCIE)	0735-1097	1558-3597	1
Journal of the American College of Radiology	5.1	Q1	RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING(SCIE)	1546-1440	1558-349X	2
JOURNAL OF THE AMERICAN COLLEGE OF SURGEONS	3.4	Q1	SURGERY(SCIE)	1072-7515	1879-1190	2
JOURNAL OF THE AMERICAN DENTAL ASSOCIATION	3.5	Q1	DENTISTRY, ORAL SURGERY & MEDICINE(SCIE)	0002-8177	1943-4723	3
Journal of the American Heart Association	5.3	Q1	CARDIAC & CARDIOVASCULAR SYSTEMS(SCIE)	N/A	2047-9980	1
JOURNAL OF THE AMERICAN SOCIETY OF ECHOCARDIOGRAPHY	6	Q1	CARDIAC & CARDIOVASCULAR SYSTEMS(SCIE)	0894-7317	N/A	1
JOURNAL OF THE AMERICAN SOCIETY OF NEPHROLOGY	9.4	Q1	UROLOGY & NEPHROLOGY(SCIE)	1046-6673	1533-3450	1
Journal of the Endocrine Society	3.1	Q2	ENDOCRINOLOGY & METABOLISM(ESCI)	N/A	2472-1972	3
JOURNAL OF THE EUROPEAN ACADEMY OF DERMATOLOGY AND VENEREOLOGY	8	Q1	DERMATOLOGY(SCIE)	0926-9959	1468-3083	2
JOURNAL OF THE INDIAN CHEMICAL SOCIETY	3.4	Q2	CHEMISTRY, MULTIDISCIPLINARY(SCIE)	0019-4522	N/A	3
Journal of the International AIDS Society	4.9	Q1	IMMUNOLOGY(SCIE);INFECTIOUS DISEASES(SCIE)	N/A	1758-2652	2
Journal of the International Society of Sports Nutrition	3.9	Q1	NUTRITION & DIETETICS(SCIE);SPORT SCIENCES(SCIE)	N/A	1550-2783	2
Journal of the National Cancer Center	9.4	Q1	ONCOLOGY(ESCI)	2667-0054	2667-0054	3
Journal of the National Comprehensive Cancer Network	16.4	Q1	ONCOLOGY(SCIE)	1540-1405	1540-1413	2
JOURNAL OF THE NEUROLOGICAL SCIENCES	3.2	Q2	CLINICAL NEUROLOGY(SCIE);NEUROSCIENCES(SCIE)	0022-510X	1878-5883	3
JOURNAL OF THE PERIPHERAL NERVOUS SYSTEM	3.2	Q2	CLINICAL NEUROLOGY(SCIE);NEUROSCIENCES(SCIE)	1085-9489	1529-8027	3
Journal of the Royal Society Interface	3.5	Q1	MULTIDISCIPLINARY SCIENCES(SCIE)	1742-5689	1742-5662	2
JOURNAL OF THE ROYAL SOCIETY OF MEDICINE	7.1	Q1	MEDICINE, GENERAL & INTERNAL(SCIE)	0141-0768	1758-1095	2
JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES B-STATISTICAL METHODOLOGY	3.6	Q1	STATISTICS & PROBABILITY(SCIE)	1369-7412	1467-9868	1
Journal of the World Federation of Orthodontists	3.2	Q1	DENTISTRY, ORAL SURGERY & MEDICINE(ESCI)	2212-4438	2212-4438	3
JOURNAL OF THORACIC AND CARDIOVASCULAR SURGERY	4.4	Q1	CARDIAC & CARDIOVASCULAR SYSTEMS(SCIE);RESPIRATORY SYSTEM(SCIE);SURGERY(SCIE)	0022-5223	1097-685X	2
Journal of Thoracic Oncology	20.8	Q1	ONCOLOGY(SCIE);RESPIRATORY SYSTEM(SCIE)	1556-0864	1556-1380	1
JOURNAL OF THROMBOSIS AND HAEMOSTASIS	5	Q1	HEMATOLOGY(SCIE);PERIPHERAL VASCULAR DISEASE(SCIE)	1538-7933	1538-7836	1
JOURNAL OF TRACE ELEMENTS IN MEDICINE AND BIOLOGY	3.3	Q2	BIOCHEMISTRY & MOLECULAR BIOLOGY(SCIE);ENDOCRINOLOGY & METABOLISM(SCIE)	0946-672X	1878-3252	3
Journal of Translational Autoimmunity	3.6	Q2	IMMUNOLOGY(ESCI)	2589-9090	2589-9090	2
Journal of Translational Internal Medicine	7.4	Q1	MEDICINE, GENERAL & INTERNAL(SCIE)	2450-131X	2224-4018	2
Journal of Translational Medicine	7.5	Q1	MEDICINE, RESEARCH & EXPERIMENTAL(SCIE)	N/A	1479-5876	2
Journal of Trauma and Acute Care Surgery	3.7	Q1	CRITICAL CARE MEDICINE(SCIE);SURGERY(SCIE)	2163-0755	2163-0763	2
JOURNAL OF UROLOGY	6.8	Q1	UROLOGY & NEPHROLOGY(SCIE)	0022-5347	1527-3792	2
JOURNAL OF VASCULAR SURGERY	3.6	Q1	PERIPHERAL VASCULAR DISEASE(SCIE);SURGERY(SCIE)	0741-5214	1097-6809	2
JOURNAL OF VESTIBULAR RESEARCH-EQUILIBRIUM & ORIENTATION	3.3	Q1	NEUROSCIENCES(SCIE);OTORHINOLARYNGOLOGY(SCIE)	0957-4271	1878-6464	2
Journal of Virology	3.8	Q2	VIROLOGY(SCIE)	0022-538X	1098-5514	2
JOURNAL OF VOCATIONAL BEHAVIOR	5.2	Q1	PSYCHOLOGY, APPLIED(SSCI)	0001-8791	1095-9084	1
JOURNAL OF WORLD PREHISTORY	3.1	Q1	ANTHROPOLOGY(SSCI);ARCHAEOLOGY(AHCI)	0892-7537	1573-7802	1
Journal of Xenobiotics	4.4	Q1	TOXICOLOGY(ESCI)	2039-4705	2039-4713	3
JOURNAL OF YOUTH AND ADOLESCENCE	3.6	Q1	PSYCHOLOGY, DEVELOPMENTAL(SSCI)	0047-2891	1573-6601	1
Journal of Zhejiang University-SCIENCE B	4.9	Q1	BIOCHEMISTRY & MOLECULAR BIOLOGY(SCIE);BIOTECHNOLOGY & APPLIED MICROBIOLOGY(SCIE);MEDICINE, RESEARCH & EXPERIMENTAL(SCIE)	1673-1581	1862-1783	2
JPAD-Journal of Prevention of Alzheimers Disease	7.8	Q1	CLINICAL NEUROLOGY(SCIE)	2274-5807	2426-0266	3
KIDNEY INTERNATIONAL	12.6	Q1	UROLOGY & NEPHROLOGY(SCIE)	0085-2538	1523-1755	1
Kidney International Reports	5.7	Q1	UROLOGY & NEPHROLOGY(SCIE)	2468-0249	2468-0249	2
Kidney International Supplements	89.6	Q1	UROLOGY & NEPHROLOGY(SCIE)	2157-1724	2157-1716	2
Kidney Medicine	3.4	Q1	UROLOGY & NEPHROLOGY(ESCI)	2590-0595	2590-0595	3
Kidney Research and Clinical Practice	3.8	Q1	UROLOGY & NEPHROLOGY(SCIE)	2211-9132	2211-9140	3
KNOWLEDGE-BASED SYSTEMS	7.6	Q1	COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE(SCIE)	0950-7051	1872-7409	1
Korean Circulation Journal	3.1	Q2	CARDIAC & CARDIOVASCULAR SYSTEMS(SCIE)	1738-5520	1738-5555	3
Korean Journal of Anesthesiology	6.3	Q1	ANESTHESIOLOGY(SCIE)	2005-6419	2005-7563	3
Korean Journal of Pain	3.1	Q2	CLINICAL NEUROLOGY(SCIE)	2005-9159	2093-0569	2
KOREAN JOURNAL OF RADIOLOGY	5.3	Q1	RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING(SCIE)	1229-6929	2005-8330	2
LABORATORY INVESTIGATION	4.2	Q1	MEDICINE, RESEARCH & EXPERIMENTAL(SCIE);PATHOLOGY(SCIE)	0023-6837	1530-0307	2
LANCET	88.5	Q1	MEDICINE, GENERAL & INTERNAL(SCIE)	0140-6736	1474-547X	1
Lancet Child & Adolescent Health	15.5	Q1	PEDIATRICS(SCIE)	2352-4642	2352-4642	1
Lancet Diabetes & Endocrinology	41.8	Q1	ENDOCRINOLOGY & METABOLISM(SCIE)	2213-8587	2213-8595	1
Lancet Digital Health	24.1	Q1	MEDICAL INFORMATICS(SCIE);MEDICINE, GENERAL & INTERNAL(SCIE)	N/A	2589-7500	1
Lancet Gastroenterology & Hepatology	38.6	Q1	GASTROENTEROLOGY & HEPATOLOGY(SCIE)	N/A	2468-1253	1
Lancet Haematology	17.7	Q1	HEMATOLOGY(SCIE)	2352-3026	N/A	1
Lancet HIV	13	Q1	IMMUNOLOGY(SCIE);INFECTIOUS DISEASES(SCIE)	2352-3018	2352-3018	1
LANCET INFECTIOUS DISEASES	31	Q1	INFECTIOUS DISEASES(SCIE)	1473-3099	1474-4457	1
Lancet Microbe	20.4	Q1	INFECTIOUS DISEASES(SCIE);MICROBIOLOGY(SCIE)	N/A	2666-5247	1
LANCET NEUROLOGY	45.5	Q1	CLINICAL NEUROLOGY(SCIE)	1474-4422	1474-4465	1
LANCET ONCOLOGY	35.9	Q1	ONCOLOGY(SCIE)	1470-2045	1474-5488	1
Lancet Psychiatry	24.8	Q1	PSYCHIATRY(SCIE, SSCI)	2215-0374	N/A	1
Lancet Respiratory Medicine	32.8	Q1	CRITICAL CARE MEDICINE(SCIE);RESPIRATORY SYSTEM(SCIE)	2213-2600	N/A	1
Lancet Rheumatology	16.4	Q1	RHEUMATOLOGY(SCIE)	2665-9913	2665-9913	1
LEUKEMIA	13.4	Q1	HEMATOLOGY(SCIE);ONCOLOGY(SCIE)	0887-6924	1476-5551	1
Life-Basel	3.4	Q1	BIOLOGY(SCIE)	N/A	2075-1729	3
LIFE SCIENCES	5.1	Q1	MEDICINE, RESEARCH & EXPERIMENTAL(SCIE);PHARMACOLOGY & PHARMACY(SCIE)	0024-3205	1879-0631	3
Lipids in Health and Disease	4.2	Q1	BIOCHEMISTRY & MOLECULAR BIOLOGY(SCIE);NUTRITION & DIETETICS(SCIE)	N/A	1476-511X	2
Liver Cancer	9.1	Q1	GASTROENTEROLOGY & HEPATOLOGY(SCIE);ONCOLOGY(SCIE)	2235-1795	1664-5553	1
LIVER INTERNATIONAL	5.2	Q1	GASTROENTEROLOGY & HEPATOLOGY(SCIE)	1478-3223	1478-3231	2
LUNG	3.9	Q1	RESPIRATORY SYSTEM(SCIE)	0341-2040	1432-1750	3
LUNG CANCER	4.4	Q1	ONCOLOGY(SCIE);RESPIRATORY SYSTEM(SCIE)	0169-5002	1872-8332	2
Lung Cancer-Targets and Therapy	3.3	Q2	ONCOLOGY(ESCI)	N/A	1179-2728	3
Lupus Science & Medicine	3.5	Q2	RHEUMATOLOGY(SCIE)	2053-8790	2053-8790	2
mAbs	7.3	Q1	MEDICINE, RESEARCH & EXPERIMENTAL(SCIE)	1942-0862	1942-0870	2
Marine Drugs	5.4	Q1	CHEMISTRY, MEDICINAL(SCIE);PHARMACOLOGY & PHARMACY(SCIE)	N/A	1660-3397	2
MATRIX BIOLOGY	4.8	Q1	BIOCHEMISTRY & MOLECULAR BIOLOGY(SCIE);CELL BIOLOGY(SCIE)	0945-053X	1569-1802	1
MAYO CLINIC PROCEEDINGS	6.7	Q1	MEDICINE, GENERAL & INTERNAL(SCIE)	0025-6196	1942-5546	2
mBio	4.7	Q1	MICROBIOLOGY(SCIE)	N/A	2150-7511	2
Med	11.8	Q1	MEDICINE, RESEARCH & EXPERIMENTAL(ESCI)	2666-6340	2666-6340	1
MedComm	10.7	Q1	MEDICINE, RESEARCH & EXPERIMENTAL(ESCI)	N/A	2688-2663	1
MEDIATORS OF INFLAMMATION	4.2	Q2	CELL BIOLOGY(SCIE);IMMUNOLOGY(SCIE)	0962-9351	1466-1861	3
MEDICAL CLINICS OF NORTH AMERICA	4.2	Q1	MEDICINE, GENERAL & INTERNAL(SCIE)	0025-7125	1557-9859	3
MEDICAL JOURNAL OF AUSTRALIA	8.5	Q1	MEDICINE, GENERAL & INTERNAL(SCIE)	0025-729X	1326-5377	3
MEDICAL PHYSICS	3.2	Q1	RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING(SCIE)	0094-2405	2473-4209	3
MEDICINAL RESEARCH REVIEWS	11.6	Q1	CHEMISTRY, MEDICINAL(SCIE);PHARMACOLOGY & PHARMACY(SCIE)	0198-6325	1098-1128	1
MEDICINE & SCIENCE IN SPORTS & EXERCISE	3.9	Q1	SPORT SCIENCES(SCIE)	0195-9131	1530-0315	2
METABOLIC ENGINEERING	6.8	Q1	BIOTECHNOLOGY & APPLIED MICROBIOLOGY(SCIE)	1096-7176	1096-7184	1
Metabolic Engineering Communications	4.1	Q2	BIOTECHNOLOGY & APPLIED MICROBIOLOGY(ESCI)	2214-0301	2214-0301	2
METABOLISM-CLINICAL AND EXPERIMENTAL	11.9	Q1	ENDOCRINOLOGY & METABOLISM(SCIE)	0026-0495	1532-8600	1
Metabolites	3.7	Q2	BIOCHEMISTRY & MOLECULAR BIOLOGY(SCIE)	N/A	2218-1989	3
Metabolomics	3.3	Q2	ENDOCRINOLOGY & METABOLISM(SCIE)	1573-3882	1573-3890	3
METHODS	4.3	Q1	BIOCHEMICAL RESEARCH METHODS(SCIE);BIOCHEMISTRY & MOLECULAR BIOLOGY(SCIE)	1046-2023	1095-9130	3
Microbial Biotechnology	5.2	Q1	BIOTECHNOLOGY & APPLIED MICROBIOLOGY(SCIE);MICROBIOLOGY(SCIE)	1751-7915	1751-7915	2
Microbial Cell	3.9	Q2	CELL BIOLOGY(SCIE);MICROBIOLOGY(SCIE)	2311-2638	2311-2638	3
Microbial Cell Factories	4.9	Q1	BIOTECHNOLOGY & APPLIED MICROBIOLOGY(SCIE)	N/A	1475-2859	2
Microbial Genomics	4	Q1	GENETICS & HEREDITY(SCIE);MICROBIOLOGY(SCIE)	2057-5858	2057-5858	2
MICROBIAL PATHOGENESIS	3.5	Q2	IMMUNOLOGY(SCIE);MICROBIOLOGY(SCIE)	0882-4010	1096-1208	3
MICROBIOLOGICAL RESEARCH	6.9	Q1	MICROBIOLOGY(SCIE)	0944-5013	1618-0623	2
MICROBIOLOGY AND MOLECULAR BIOLOGY REVIEWS	7.8	Q1	MICROBIOLOGY(SCIE)	1092-2172	1098-5557	2
Microbiology Spectrum	3.8	Q2	MICROBIOLOGY(SCIE)	N/A	2165-0497	2
MicrobiologyOpen	4.6	Q1	MICROBIOLOGY(SCIE)	2045-8827	2045-8827	3
Microbiome	12.7	Q1	MICROBIOLOGY(SCIE)	2049-2618	2049-2618	1
MICROCHEMICAL JOURNAL	5.1	Q1	CHEMISTRY, ANALYTICAL(SCIE)	0026-265X	1095-9149	2
MICROCHIMICA ACTA	5.3	Q1	CHEMISTRY, ANALYTICAL(SCIE)	0026-3672	1436-5073	2
Microorganisms	4.2	Q2	MICROBIOLOGY(SCIE)	N/A	2076-2607	2
Military Medical Research	22.9	Q1	MEDICINE, GENERAL & INTERNAL(SCIE)	2095-7467	2054-9369	1
Mindfulness	3.5	Q1	PSYCHIATRY(SSCI);PSYCHOLOGY, CLINICAL(SSCI)	1868-8527	1868-8535	2
MINDS AND MACHINES	3.4	Q2	COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE(SCIE)	0924-6495	1572-8641	2
Minerva Urology and Nephrology	4.2	Q1	UROLOGY & NEPHROLOGY(SCIE)	2724-6051	2724-6442	2
MITOCHONDRION	4.5	Q1	CELL BIOLOGY(SCIE);GENETICS & HEREDITY(SCIE)	1567-7249	1872-8278	3
mLife	4.5	Q1	MICROBIOLOGY(ESCI)	2097-1699	2770-100X	2
Mobile DNA	3.1	Q2	GENETICS & HEREDITY(SCIE)	1759-8753	1759-8753	3
